,BGT,difficulty,power
2792,11.0,217237085,1.0
2793,3.0,220631414,1.0
2794,5.0,224078779,1.0
2795,30.0,213575086,1.0
2796,9.0,213575086,1.0
2797,14.0,210237975,1.0
2798,9.0,210237975,1.0
2799,18.0,206953006,1.0
2800,3.0,210186646,1.0
2801,10.0,210186646,1.0
2802,15.0,206902479,1.0
2803,8.0,206902479,1.0
2804,1.0,210135330,1.0
2805,5.0,213418694,1.0
2806,4.0,216753361,1.0
2807,16.0,213366589,1.0
2808,1.0,216700441,1.0
2809,1.0,220086385,1.0
2810,12.0,220086385,1.0
2811,4.0,223525234,1.0
2812,9.0,223525234,1.0
2813,5.0,227017815,1.0
2814,12.0,227017815,1.0
2815,21.0,219923508,1.0
2816,8.0,219923508,1.0
2817,1.0,223359812,1.0
2818,4.0,226849809,1.0
2819,8.0,226849809,1.0
2820,3.0,230394337,1.0
2821,4.0,233994248,1.0
2822,9.0,233994248,1.0
2823,3.0,237650408,1.0
2824,15.0,233937120,1.0
2825,8.0,233937120,1.0
2826,7.0,233937120,1.0
2827,11.0,233937120,1.0
2828,3.0,237592387,1.0
2829,11.0,237592387,1.0
2830,15.0,233880005,1.0
2831,9.0,233880005,1.0
2832,8.0,233880005,1.0
2833,9.0,233880005,1.0
2834,3.0,237534380,1.0
2835,1.0,241245854,1.0
2836,1.0,245015320,1.0
2837,10.0,245015320,1.0
2838,4.0,248843684,1.0
2839,5.0,252731866,1.0
2840,26.0,244833995,1.0
2841,6.0,248659526,1.0
2842,37.0,233118305,1.0
2843,20.0,229475831,1.0
2844,7.0,229475831,1.0
2845,9.0,229475831,1.0
2846,3.0,233061390,1.0
2847,3.0,236702974,1.0
2848,8.0,236702974,1.0
2849,5.0,240401457,1.0
2850,4.0,244157729,1.0
2851,4.0,247972693,1.0
2852,12.0,247972693,1.0
2853,1.0,251847266,1.0
2854,20.0,247912152,1.0
2855,6.0,251785779,1.0
2856,15.0,247851626,1.0
2857,6.0,251724307,1.0
2858,14.0,247791114,1.0
2859,3.0,251662850,1.0
2860,8.0,251662850,1.0
2861,3.0,255595082,1.0
2862,8.0,255595082,1.0
2863,1.0,259588755,1.0
2864,5.0,263644829,1.0
2865,5.0,267764279,1.0
2866,13.0,267764279,1.0
2867,2.0,271948095,1.0
2868,17.0,267698906,1.0
2869,8.0,267698906,1.0
2870,6.0,271881701,1.0
2871,16.0,267633549,1.0
2872,11.0,267633549,1.0
2873,3.0,271815323,1.0
2874,6.0,276062437,1.0
2875,6.0,280375912,1.0
2876,5.0,284756785,1.0
2877,22.0,275858135,1.0
2878,5.0,280168418,1.0
2879,6.0,284546049,1.0
2880,6.0,288992081,1.0
2881,1.0,293507582,1.0
2882,3.0,298093637,1.0
2883,3.0,302751350,1.0
2884,6.0,307481839,1.0
2885,7.0,307481839,1.0
2886,6.0,312286242,1.0
2887,11.0,312286242,1.0
2888,3.0,317165714,1.0
2889,53.0,287431428,1.0
2890,7.0,287431428,1.0
2891,23.0,278449195,1.0
2892,23.0,269747657,1.0
2893,10.0,269747657,1.0
2894,11.0,269747657,1.0
2895,4.0,273962464,1.0
2896,38.0,256839810,1.0
2897,1.0,260852932,1.0
2898,22.0,252701277,1.0
2899,2.0,256649734,1.0
2900,8.0,256649734,1.0
2901,11.0,256649734,1.0
2902,1.0,260659886,1.0
2903,3.0,264732696,1.0
2904,3.0,268869144,1.0
2905,17.0,264668063,1.0
2906,8.0,264668063,1.0
2907,7.0,264668063,1.0
2908,8.0,264668063,1.0
2909,1.0,268803501,1.0
2910,22.0,260403391,1.0
2911,3.0,264472193,1.0
2912,14.0,260339814,1.0
2913,18.0,256272004,1.0
2914,18.0,252267753,1.0
2915,9.0,252267753,1.0
2916,7.0,252267753,1.0
2917,4.0,256209436,1.0
2918,7.0,256209436,1.0
2919,16.0,252206163,1.0
2920,8.0,252206163,1.0
2921,14.0,248265441,1.0
2922,3.0,252144588,1.0
2923,1.0,256084347,1.0
2924,4.0,260085664,1.0
2925,2.0,264149502,1.0
2926,23.0,255894830,1.0
2927,6.0,259893186,1.0
2928,11.0,259893186,1.0
2929,20.0,255832354,1.0
2930,3.0,259829734,1.0
2931,4.0,263889573,1.0
2932,28.0,251519749,1.0
2933,7.0,251519749,1.0
2934,27.0,243659756,1.0
2935,8.0,243659756,1.0
2936,6.0,247466939,1.0
2937,5.0,251333609,1.0
2938,1.0,255260696,1.0
2939,6.0,259249144,1.0
2940,1.0,263299911,1.0
2941,19.0,259185849,1.0
2942,2.0,263235627,1.0
2943,3.0,267348683,1.0
2944,6.0,271526006,1.0
2945,25.0,263040818,1.0
2946,14.0,258930805,1.0
2947,18.0,254885011,1.0
2948,16.0,250902432,1.0
2949,21.0,243061731,1.0
2950,10.0,243061731,1.0
2951,1.0,246859570,1.0
2952,6.0,250716750,1.0
2953,1.0,254634199,1.0
2954,2.0,258612858,1.0
2955,6.0,262653683,1.0
2956,9.0,262653683,1.0
2957,1.0,266757646,1.0
2958,8.0,266757646,1.0
2959,20.0,262589557,1.0
2960,8.0,262589557,1.0
2961,2.0,266692518,1.0
2962,18.0,262525447,1.0
2963,1.0,266627407,1.0
2964,15.0,262461353,1.0
2965,11.0,262461353,1.0
2966,14.0,258360394,1.0
2967,16.0,254323512,1.0
2968,9.0,254323512,1.0
2969,1.0,258297316,1.0
2970,3.0,262333211,1.0
2971,4.0,266432167,1.0
2972,16.0,262269164,1.0
2973,13.0,262269164,1.0
2974,3.0,266367119,1.0
2975,8.0,266367119,1.0
2976,45.0,245557187,1.0
2977,24.0,237883524,1.0
2978,1.0,241600454,1.0
2979,39.0,226500425,1.0
2980,6.0,230039494,1.0
2981,2.0,233633861,1.0
2982,2.0,237284390,1.0
2983,9.0,237284390,1.0
2984,12.0,237284390,1.0
2985,3.0,240991958,1.0
2986,7.0,240991958,1.0
2987,20.0,237226458,1.0
2988,3.0,240933121,1.0
2989,3.0,244697701,1.0
2990,1.0,248521102,1.0
2991,1.0,252404244,1.0
2992,2.0,256348060,1.0
2993,1.0,260353498,1.0
2994,2.0,264421521,1.0
2995,24.0,256158348,1.0
2996,1.0,260160822,1.0
2997,60.0,231705732,1.0
2998,2.0,235326134,1.0
2999,16.0,231649163,1.0
3000,11.0,231649163,1.0
3001,9.0,231649163,1.0
3002,4.0,235268681,1.0
3003,2.0,238944754,1.0
3004,1.0,242678265,1.0
3005,6.0,246470112,1.0
3006,8.0,246470112,1.0
3007,16.0,242619016,1.0
3008,7.0,242619016,1.0
3009,1.0,246409938,1.0
3010,8.0,246409938,1.0
3011,2.0,250260093,1.0
3012,15.0,246349779,1.0
3013,9.0,246349779,1.0
3014,4.0,250198994,1.0
3015,3.0,254108353,1.0
3016,1.0,258078796,1.0
3017,1.0,262111277,1.0
3018,14.0,258015788,1.0
3019,3.0,262047284,1.0
3020,6.0,266141772,1.0
3021,7.0,266141772,1.0
3022,6.0,270300237,1.0
3023,2.0,274523678,1.0
3024,31.0,261655380,1.0
3025,6.0,265743745,1.0
3026,6.0,269895991,1.0
3027,25.0,261461741,1.0
3028,4.0,265547080,1.0
3029,23.0,257248733,1.0
3030,6.0,261268244,1.0
3031,28.0,249021295,1.0
3032,15.0,245130337,1.0
3033,3.0,248960498,1.0
3034,7.0,248960498,1.0
3035,28.0,237290474,1.0
3036,10.0,237290474,1.0
3037,9.0,237290474,1.0
3038,7.0,237290474,1.0
3039,25.0,229875146,1.0
3040,1.0,233466945,1.0
3041,36.0,218875260,1.0
3042,4.0,222295185,1.0
3043,7.0,222295185,1.0
3044,3.0,225768547,1.0
3045,12.0,225768547,1.0
3046,14.0,222240913,1.0
3047,2.0,225713427,1.0
3048,6.0,229240199,1.0
3049,12.0,229240199,1.0
3050,1.0,232822077,1.0
3051,14.0,229184232,1.0
3052,3.0,232765235,1.0
3053,7.0,232765235,1.0
3054,3.0,236402191,1.0
3055,46.0,217933269,1.0
3056,22.0,211122854,1.0
3057,23.0,204525264,1.0
3058,6.0,207720971,1.0
3059,9.0,207720971,1.0
3060,13.0,207720971,1.0
3061,7.0,207720971,1.0
3062,8.0,207720971,1.0
3063,6.0,210966611,1.0
3064,1.0,214262964,1.0
3065,13.0,214262964,1.0
3066,3.0,217610822,1.0
3067,1.0,221010991,1.0
3068,2.0,224464287,1.0
3069,5.0,227971541,1.0
3070,2.0,231533596,1.0
3071,9.0,231533596,1.0
3072,31.0,220680458,1.0
3073,26.0,213784193,1.0
3074,4.0,217124571,1.0
3075,7.0,217124571,1.0
3076,4.0,220517142,1.0
3077,24.0,213625981,1.0
3078,2.0,216963886,1.0
3079,4.0,220353946,1.0
3080,4.0,223796976,1.0
3081,4.0,227293803,1.0
3082,1.0,230845268,1.0
3083,22.0,223631353,1.0
3084,9.0,223631353,1.0
3085,17.0,220137113,1.0
3086,11.0,220137113,1.0
3087,2.0,223576755,1.0
3088,1.0,227070141,1.0
3089,10.0,227070141,1.0
3090,2.0,230618111,1.0
3091,8.0,230618111,1.0
3092,3.0,234221518,1.0
3093,1.0,237881229,1.0
3094,5.0,241598123,1.0
3095,3.0,245373093,1.0
3096,11.0,245373093,1.0
3097,10.0,245373093,1.0
3098,10.0,245373093,1.0
3099,3.0,249207047,1.0
3100,2.0,253100907,1.0
3101,2.0,257055608,1.0
3102,4.0,261072101,1.0
3103,13.0,261072101,1.0
3104,3.0,265151352,1.0
3105,1.0,269294341,1.0
3106,4.0,273502065,1.0
3107,7.0,273502065,1.0
3108,5.0,277775534,1.0
3109,3.0,282115776,1.0
3110,19.0,277707717,1.0
3111,5.0,282046900,1.0
3112,6.0,286453882,1.0
3113,8.0,286453882,1.0
3114,8.0,286453882,1.0
3115,6.0,290929723,1.0
3116,32.0,277292392,1.0
3117,2.0,281625085,1.0
3118,8.0,281625085,1.0
3119,17.0,277224693,1.0
3120,9.0,277224693,1.0
3121,6.0,281556328,1.0
3122,9.0,281556328,1.0
3123,1.0,285955645,1.0
3124,7.0,285955645,1.0
3125,1.0,290423701,1.0
3126,2.0,294961571,1.0
3127,41.0,276526472,1.0
3128,8.0,276526472,1.0
3129,17.0,272205745,1.0
3130,2.0,276458959,1.0
3131,6.0,280778630,1.0
3132,4.0,285165796,1.0
3133,8.0,285165796,1.0
3134,24.0,276254364,1.0
3135,25.0,267621415,1.0
3136,18.0,263439830,1.0
3137,18.0,259323582,1.0
3138,13.0,259323582,1.0
3139,7.0,259323582,1.0
3140,18.0,255271651,1.0
3141,14.0,251283031,1.0
3142,15.0,247356733,1.0
3143,7.0,247356733,1.0
3144,23.0,239626835,1.0
3145,4.0,243371004,1.0
3146,5.0,247173675,1.0
3147,7.0,247173675,1.0
3148,11.0,247173675,1.0
3149,26.0,239449497,1.0
3150,1.0,243190895,1.0
3151,5.0,246990752,1.0
3152,2.0,250849982,1.0
3153,5.0,254769512,1.0
3154,27.0,246807964,1.0
3155,13.0,246807964,1.0
3156,28.0,235238840,1.0
3157,5.0,238914446,1.0
3158,1.0,242647484,1.0
3159,24.0,235064750,1.0
3160,6.0,238737636,1.0
3161,12.0,238737636,1.0
3162,10.0,238737636,1.0
3163,25.0,231277084,1.0
3164,3.0,234890788,1.0
3165,2.0,238560956,1.0
3166,6.0,242288470,1.0
3167,4.0,246074227,1.0
3168,1.0,249919136,1.0
3169,5.0,253824122,1.0
3170,2.0,257790123,1.0
3171,29.0,245706210,1.0
3172,9.0,245706210,1.0
3173,3.0,249545369,1.0
3174,2.0,253444515,1.0
3175,2.0,257404585,1.0
3176,3.0,261426531,1.0
3177,4.0,265511320,1.0
3178,1.0,269659934,1.0
3179,5.0,273873370,1.0
3180,3.0,278152641,1.0
3181,30.0,265114235,1.0
3182,5.0,269256644,1.0
3183,6.0,273463779,1.0
3184,42.0,252099421,1.0
3185,7.0,252099421,1.0
3186,2.0,256038474,1.0
3187,8.0,256038474,1.0
3188,5.0,260039075,1.0
3189,2.0,264102185,1.0
3190,66.0,231089411,1.0
3191,8.0,231089411,1.0
3192,1.0,234700183,1.0
3193,3.0,238367373,1.0
3194,2.0,242091863,1.0
3195,1.0,245874548,1.0
3196,13.0,245874548,1.0
3197,7.0,245874548,1.0
3198,13.0,245874548,1.0
3199,1.0,249716337,1.0
3200,5.0,253618154,1.0
3201,27.0,245692586,1.0
3202,51.0,222658906,1.0
3203,2.0,226137951,1.0
3204,2.0,229671356,1.0
3205,8.0,229671356,1.0
3206,6.0,233259970,1.0
3207,3.0,236904657,1.0
3208,2.0,240606292,1.0
3209,3.0,244365765,1.0
3210,5.0,248183980,1.0
3211,13.0,248183980,1.0
3212,7.0,248183980,1.0
3213,25.0,240428230,1.0
3214,5.0,244184921,1.0
3215,2.0,248000310,1.0
3216,1.0,251875314,1.0
3217,2.0,255810865,1.0
3218,2.0,259807909,1.0
3219,7.0,259807909,1.0
3220,3.0,263867407,1.0
3221,4.0,267990335,1.0
3222,5.0,272177683,1.0
3223,2.0,276430459,1.0
3224,15.0,272111233,1.0
3225,11.0,272111233,1.0
3226,4.0,276362971,1.0
3227,21.0,267726628,1.0
3228,1.0,271909856,1.0
3229,1.0,276158447,1.0
3230,8.0,276158447,1.0
3231,1.0,280473422,1.0
3232,4.0,284855819,1.0
3233,59.0,253699713,1.0
3234,1.0,257663771,1.0
3235,3.0,261689767,1.0
3236,10.0,261689767,1.0
3237,9.0,261689767,1.0
3238,1.0,265778669,1.0
3239,1.0,269931460,1.0
3240,1.0,274149139,1.0
3241,4.0,278432719,1.0
3242,5.0,282783230,1.0
3243,14.0,278364742,1.0
3244,11.0,278364742,1.0
3245,5.0,282714191,1.0
3246,2.0,287131600,1.0
3247,5.0,291618031,1.0
3248,4.0,296174562,1.0
3249,2.0,300802289,1.0
3250,10.0,300802289,1.0
3251,12.0,300802289,1.0
3252,9.0,300802289,1.0
3253,11.0,300802289,1.0
3254,2.0,305502324,1.0
3255,5.0,310275797,1.0
3256,1.0,315123856,1.0
3257,9.0,315123856,1.0
3258,29.0,300352425,1.0
3259,16.0,295659418,1.0
3260,12.0,295659418,1.0
3261,1.0,300279096,1.0
3262,14.0,295587235,1.0
3263,4.0,300205785,1.0
3264,18.0,295515069,1.0
3265,3.0,300132491,1.0
3266,2.0,304822061,1.0
3267,23.0,295296371,1.0
3268,6.0,299910376,1.0
3269,4.0,304596475,1.0
3270,1.0,309355794,1.0
3271,3.0,314189478,1.0
3272,5.0,319098688,1.0
3273,2.0,324084605,1.0
3274,8.0,324084605,1.0
3275,7.0,324084605,1.0
3276,2.0,329148426,1.0
3277,13.0,329148426,1.0
3278,22.0,318862537,1.0
3279,2.0,323844764,1.0
3280,15.0,318784689,1.0
3281,6.0,323765699,1.0
3282,12.0,323765699,1.0
3283,32.0,308589181,1.0
3284,12.0,308589181,1.0
3285,4.0,313410886,1.0
3286,4.0,318307931,1.0
3287,21.0,308360808,1.0
3288,14.0,303542670,1.0
3289,17.0,298799815,1.0
3290,12.0,298799815,1.0
3291,6.0,303468562,1.0
3292,12.0,303468562,1.0
3293,5.0,308210258,1.0
3294,5.0,313026043,1.0
3295,4.0,317917074,1.0
3296,59.0,283144894,1.0
3297,6.0,287569032,1.0
3298,1.0,292062298,1.0
3299,15.0,287498824,1.0
3300,3.0,291990993,1.0
3301,25.0,282866274,1.0
3302,3.0,287286059,1.0
3303,23.0,278308369,1.0
3304,3.0,282656937,1.0
3305,2.0,287073451,1.0
3306,1.0,291558973,1.0
3307,8.0,291558973,1.0
3308,14.0,287003364,1.0
3309,9.0,287003364,1.0
3310,31.0,273550081,1.0
3311,8.0,273550081,1.0
3312,1.0,277824301,1.0
3313,1.0,282165305,1.0
3314,4.0,286574137,1.0
3315,8.0,286574137,1.0
3316,37.0,268663253,1.0
3317,12.0,268663253,1.0
3318,34.0,256069663,1.0
3319,2.0,260070751,1.0
3320,5.0,264134356,1.0
3321,9.0,264134356,1.0
3322,3.0,268261455,1.0
3323,2.0,272453040,1.0
3324,13.0,272453040,1.0
3325,12.0,272453040,1.0
3326,3.0,276710118,1.0
3327,2.0,281033713,1.0
3328,11.0,281033713,1.0
3329,36.0,263469105,1.0
3330,5.0,267585809,1.0
3331,9.0,267585809,1.0
3332,4.0,271766837,1.0
3333,2.0,276013193,1.0
3334,8.0,276013193,1.0
3335,8.0,276013193,1.0
3336,17.0,271700486,1.0
3337,25.0,263209845,1.0
3338,9.0,263209845,1.0
3339,11.0,263209845,1.0
3340,1.0,267322498,1.0
3341,9.0,267322498,1.0
3342,38.0,250614841,1.0
3343,5.0,254530697,1.0
3344,34.0,242599570,1.0
3345,5.0,246390188,1.0
3346,1.0,250240034,1.0
3347,18.0,246330033,1.0
3348,17.0,242481126,1.0
3349,6.0,246269893,1.0
3350,10.0,246269893,1.0
3351,6.0,250117860,1.0
3352,4.0,254025951,1.0
3353,1.0,257995106,1.0
3354,7.0,257995106,1.0
3355,4.0,262026279,1.0
3356,14.0,257932118,1.0
3357,4.0,261962307,1.0
3358,4.0,266055468,1.0
3359,28.0,253584117,1.0
3360,7.0,253584117,1.0
3361,6.0,257546368,1.0
3362,10.0,257546368,1.0
3363,3.0,261570530,1.0
3364,3.0,265657569,1.0
3365,8.0,265657569,1.0
3366,13.0,265657569,1.0
3367,14.0,261506669,1.0
3368,1.0,265592710,1.0
3369,16.0,261442823,1.0
3370,4.0,265527867,1.0
3371,8.0,265527867,1.0
3372,30.0,253081248,1.0
3373,6.0,257035642,1.0
3374,11.0,257035642,1.0
3375,9.0,257035642,1.0
3376,3.0,261051823,1.0
3377,17.0,256972888,1.0
3378,5.0,260988089,1.0
3379,10.0,260988089,1.0
3380,19.0,256910150,1.0
3381,8.0,256910150,1.0
3382,5.0,260924371,1.0
3383,10.0,260924371,1.0
3384,8.0,260924371,1.0
3385,4.0,265001314,1.0
3386,16.0,260860668,1.0
3387,4.0,264936615,1.0
3388,40.0,248378076,1.0
3389,17.0,244497168,1.0
3390,23.0,236856631,1.0
3391,7.0,236856631,1.0
3392,3.0,240557515,1.0
3393,12.0,240557515,1.0
3394,17.0,236798803,1.0
3395,1.0,240498784,1.0
3396,8.0,240498784,1.0
3397,2.0,244256577,1.0
3398,2.0,248073086,1.0
3399,4.0,251949227,1.0
3400,6.0,255885933,1.0
3401,11.0,255885933,1.0
3402,2.0,259884150,1.0
3403,4.0,263944839,1.0
3404,21.0,255696562,1.0
3405,8.0,255696562,1.0
3406,3.0,259691820,1.0
3407,2.0,263749504,1.0
3408,8.0,263749504,1.0
3409,9.0,263749504,1.0
3410,3.0,267870590,1.0
3411,4.0,272056067,1.0
3412,17.0,267805190,1.0
3413,18.0,263620733,1.0
3414,24.0,255382585,1.0
3415,12.0,255382585,1.0
3416,4.0,259372937,1.0
3417,16.0,255320234,1.0
3418,5.0,259309612,1.0
3419,2.0,263361324,1.0
3420,4.0,267476344,1.0
3421,14.0,263297026,1.0
3422,10.0,263297026,1.0
3423,1.0,267411042,1.0
3424,15.0,263232744,1.0
3425,1.0,267345755,1.0
3426,5.0,271523032,1.0
3427,14.0,267280484,1.0
3428,9.0,267280484,1.0
3429,7.0,267280484,1.0
3430,8.0,267280484,1.0
3431,2.0,271456741,1.0
3432,12.0,271456741,1.0
3433,1.0,275698252,1.0
3434,6.0,280006037,1.0
3435,12.0,280006037,1.0
3436,4.0,284381131,1.0
3437,1.0,288824586,1.0
3438,11.0,288824586,1.0
3439,27.0,279798817,1.0
3440,2.0,284170673,1.0
3441,22.0,275290339,1.0
3442,5.0,279591750,1.0
3443,21.0,270854507,1.0
3444,14.0,266622405,1.0
3445,32.0,254124479,1.0
3446,6.0,258095173,1.0
3447,10.0,258095173,1.0
3448,16.0,254062435,1.0
3449,8.0,254062435,1.0
3450,17.0,250092709,1.0
3451,1.0,254000407,1.0
3452,10.0,254000407,1.0
3453,6.0,257969163,1.0
3454,5.0,261999931,1.0
3455,6.0,266093679,1.0
3456,4.0,270251392,1.0
3457,10.0,270251392,1.0
3458,2.0,274474070,1.0
3459,7.0,274474070,1.0
3460,2.0,278762727,1.0
3461,2.0,283118394,1.0
3462,21.0,274270944,1.0
3463,4.0,278556427,1.0
3464,9.0,278556427,1.0
3465,5.0,282908871,1.0
3466,1.0,287329322,1.0
3467,2.0,291818842,1.0
3468,46.0,269020494,1.0
3469,1.0,273223939,1.0
3470,4.0,277493063,1.0
3471,1.0,281828892,1.0
3472,1.0,286232468,1.0
3473,2.0,290704850,1.0
3474,4.0,295247113,1.0
3475,27.0,286020640,1.0
3476,3.0,290489712,1.0
3477,4.0,295028613,1.0
3478,21.0,285808968,1.0
3479,2.0,290274733,1.0
3480,4.0,294810275,1.0
3481,9.0,294810275,1.0
3482,13.0,294810275,1.0
3483,1.0,299416685,1.0
3484,3.0,304095070,1.0
3485,14.0,299343584,1.0
3486,15.0,294666340,1.0
3487,11.0,294666340,1.0
3488,7.0,294666340,1.0
3489,1.0,299270501,1.0
3490,3.0,303946602,1.0
3491,12.0,303946602,1.0
3492,6.0,308695767,1.0
3493,33.0,294225652,1.0
3494,8.0,294225652,1.0
3495,19.0,289628376,1.0
3496,1.0,294153819,1.0
3497,21.0,284961512,1.0
3498,12.0,284961512,1.0
3499,2.0,289414035,1.0
3500,31.0,275847752,1.0
3501,4.0,280157873,1.0
3502,3.0,284535339,1.0
3503,5.0,288981203,1.0
3504,9.0,288981203,1.0
3505,5.0,293496534,1.0
3506,8.0,293496534,1.0
3507,20.0,288910650,1.0
3508,1.0,293424878,1.0
3509,17.0,288840114,1.0
3510,22.0,279813860,1.0
3511,8.0,279813860,1.0
3512,4.0,284185951,1.0
3513,7.0,284185951,1.0
3514,10.0,284185951,1.0
3515,5.0,288626356,1.0
3516,15.0,284116569,1.0
3517,11.0,284116569,1.0
3518,2.0,288555890,1.0
3519,43.0,266012461,1.0
3520,12.0,266012461,1.0
3521,9.0,266012461,1.0
3522,6.0,270168905,1.0
3523,14.0,265947515,1.0
3524,23.0,257636655,1.0
3525,4.0,261662227,1.0
3526,15.0,257573754,1.0
3527,11.0,257573754,1.0
3528,6.0,261598343,1.0
3529,8.0,261598343,1.0
3530,30.0,249335920,1.0
3531,7.0,249335920,1.0
3532,19.0,245440046,1.0
3533,14.0,241605045,1.0
3534,2.0,245380123,1.0
3535,20.0,241546058,1.0
3536,1.0,245320215,1.0
3537,3.0,249153343,1.0
3538,10.0,249153343,1.0
3539,5.0,253046363,1.0
3540,27.0,245138664,1.0
3541,3.0,248968955,1.0
3542,9.0,248968955,1.0
3543,19.0,245078815,1.0
3544,5.0,248908171,1.0
3545,7.0,248908171,1.0
3546,16.0,245018980,1.0
3547,22.0,237362136,1.0
3548,3.0,241070919,1.0
3549,2.0,244837652,1.0
3550,1.0,248663240,1.0
3551,3.0,252548603,1.0
3552,1.0,256494674,1.0
3553,1.0,260502403,1.0
3554,14.0,256432052,1.0
3555,1.0,260438802,1.0
3556,10.0,260438802,1.0
3557,4.0,264508158,1.0
3558,10.0,264508158,1.0
3559,17.0,260375218,1.0
3560,12.0,260375218,1.0
3561,7.0,260375218,1.0
3562,20.0,256306855,1.0
3563,36.0,240287676,1.0
3564,8.0,240287676,1.0
3565,12.0,240287676,1.0
3566,1.0,244042170,1.0
3567,4.0,247855328,1.0
3568,3.0,251728067,1.0
3569,18.0,247794815,1.0
3570,16.0,243923021,1.0
3571,17.0,240111723,1.0
3572,8.0,240111723,1.0
3573,17.0,236359977,1.0
3574,22.0,228973727,1.0
3575,4.0,232551441,1.0
3576,5.0,236185057,1.0
3577,4.0,239875448,1.0
3578,13.0,239875448,1.0
3579,24.0,232379340,1.0
3580,7.0,232379340,1.0
3581,5.0,236010267,1.0
3582,3.0,239697927,1.0
3583,2.0,243443207,1.0
3584,4.0,247247007,1.0
3585,10.0,247247007,1.0
3586,2.0,251110241,1.0
3587,8.0,251110241,1.0
3588,2.0,255033838,1.0
3589,19.0,251048934,1.0
3590,5.0,254971573,1.0
3591,4.0,258955503,1.0
3592,9.0,258955503,1.0
3593,25.0,250863143,1.0
3594,8.0,250863143,1.0
3595,19.0,246943406,1.0
3596,11.0,246943406,1.0
3597,4.0,250801896,1.0
3598,3.0,254720675,1.0
3599,2.0,258700685,1.0
3600,2.0,262742883,1.0
3601,3.0,266848240,1.0
3602,13.0,266848240,1.0
3603,3.0,271017743,1.0
3604,1.0,275252395,1.0
3605,11.0,275252395,1.0
3606,8.0,275252395,1.0
3607,5.0,279553213,1.0
3608,6.0,283921231,1.0
3609,6.0,288357500,1.0
3610,11.0,288357500,1.0
3611,17.0,283851914,1.0
3612,5.0,288287100,1.0
3613,7.0,288287100,1.0
3614,6.0,292791585,1.0
3615,29.0,279066979,1.0
3616,2.0,283427400,1.0
3617,21.0,274570293,1.0
3618,19.0,270280132,1.0
3619,8.0,270280132,1.0
3620,1.0,274503259,1.0
3621,10.0,274503259,1.0
3622,8.0,274503259,1.0
3623,2.0,278792372,1.0
3624,1.0,283148502,1.0
3625,7.0,283148502,1.0
3626,1.0,287572697,1.0
3627,10.0,287572697,1.0
3628,7.0,287572697,1.0
3629,14.0,283079373,1.0
3630,3.0,287502488,1.0
3631,9.0,287502488,1.0
3632,9.0,287502488,1.0
3633,12.0,287502488,1.0
3634,5.0,291994714,1.0
3635,12.0,291994714,1.0
3636,3.0,296557131,1.0
3637,9.0,296557131,1.0
3638,11.0,296557131,1.0
3639,17.0,291923425,1.0
3640,18.0,287362121,1.0
3641,13.0,287362121,1.0
3642,4.0,291852154,1.0
3643,5.0,296412343,1.0
3644,7.0,296412343,1.0
3645,1.0,301043785,1.0
3646,5.0,305747594,1.0
3647,12.0,305747594,1.0
3648,5.0,310524900,1.0
3649,13.0,310524900,1.0
3650,57.0,276561239,1.0
3651,4.0,280882508,1.0
3652,10.0,280882508,1.0
3653,2.0,285271297,1.0
3654,3.0,289728661,1.0
3655,11.0,289728661,1.0
3656,3.0,294255671,1.0
3657,19.0,289657926,1.0
3658,9.0,289657926,1.0
3659,3.0,294183831,1.0
3660,13.0,294183831,1.0
3661,24.0,284990586,1.0
3662,2.0,289443563,1.0
3663,28.0,275875895,1.0
3664,8.0,275875895,1.0
3665,7.0,275875895,1.0
3666,1.0,280186455,1.0
3667,37.0,262674801,1.0
3668,19.0,258570507,1.0
3669,4.0,262610671,1.0
3670,2.0,266713962,1.0
3671,2.0,270881367,1.0
3672,11.0,270881367,1.0
3673,5.0,275113888,1.0
3674,9.0,275113888,1.0
3675,7.0,275113888,1.0
3676,9.0,275113888,1.0
3677,50.0,249321961,1.0
3678,5.0,253217616,1.0
3679,1.0,257174141,1.0
3680,14.0,253155795,1.0
3681,19.0,249200235,1.0
3682,16.0,245306481,1.0
3683,21.0,237640653,1.0
3684,8.0,237640653,1.0
3685,19.0,233927517,1.0
3686,11.0,233927517,1.0
3687,6.0,237582634,1.0
3688,2.0,241294862,1.0
3689,18.0,237524629,1.0
3690,12.0,237524629,1.0
3691,7.0,237524629,1.0
3692,33.0,226390662,1.0
3693,2.0,229928016,1.0
3694,9.0,229928016,1.0
3695,22.0,222742765,1.0
3696,10.0,222742765,1.0
3697,8.0,222742765,1.0
3698,17.0,219262409,1.0
3699,18.0,215836433,1.0
3700,7.0,215836433,1.0
3701,3.0,219208877,1.0
3702,2.0,222634015,1.0
3703,8.0,222634015,1.0
3704,43.0,205240732,1.0
3705,19.0,202033845,1.0
3706,21.0,195720287,1.0
3707,16.0,192662157,1.0
3708,9.0,192662157,1.0
3709,5.0,195672503,1.0
3710,1.0,198729885,1.0
3711,6.0,201835039,1.0
3712,2.0,204988711,1.0
3713,5.0,208191659,1.0
3714,6.0,211444653,1.0
3715,1.0,214748475,1.0
3716,10.0,214748475,1.0
3717,7.0,214748475,1.0
3718,7.0,214748475,1.0
3719,2.0,218103919,1.0
3720,2.0,221511792,1.0
3721,2.0,224972913,1.0
3722,5.0,228488114,1.0
3723,17.0,224917987,1.0
